Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Scientist,Full-Time,Senior,Expert,197000,United States Dollar,United States of America,197000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,197000,United States Dollar,United States of America,197000,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,197000,United States Dollar,United States of America,197000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,197000,United States Dollar,United States of America,197000,United States,Medium,2022
Data Engineer,Full-Time,Executive,Director,196200,United States Dollar,United States of America,196200,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2022
Research Scientist,Full-Time,Senior,Expert,196000,United States Dollar,United States of America,196000,United States,Medium,2022
Head of Data Science,Full-Time,Executive,Director,195800,United States Dollar,United States of America,195800,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,195700,United States Dollar,United States of America,195700,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,244000,United States Dollar,Canada,244000,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,157000,United States Dollar,Canada,157000,Canada,Medium,2023
ML Engineer,Full-Time,Senior,Expert,195400,United States Dollar,United States of America,195400,United States,Large,2022
Data Engineer,Full-Time,Entry,Junior,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023
Data Engineer,Full-Time,Entry,Junior,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023
Principal Machine Learning Engineer,Full-Time,Senior,Expert,160000,United States Dollar,India,160000,India,Large,2023
Principal Data Engineer,Full-Time,Senior,Expert,85000,Euro,Spain,91773,Spain,Medium,2023
Data Architect,Full-Time,Senior,Expert,195400,United States Dollar,United States of America,195400,United States,Large,2022
Machine Learning Engineer,Full-Time,Senior,Expert,195400,United States Dollar,United States of America,195400,United States,Large,2022
Data Analyst,Full-Time,Senior,Expert,195000,United States Dollar,United States of America,195000,United States,Medium,2023
Data Modeler,Full-Time,Senior,Expert,195000,United States Dollar,United States of America,195000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,195000,United States Dollar,United States of America,195000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,195000,United States Dollar,United States of America,195000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,195000,United States Dollar,United States of America,195000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,195000,United States Dollar,United States of America,195000,United States,Medium,2023
Data Science Manager,Full-Time,Mid,Intermediate,195000,United States Dollar,United States of America,195000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,195000,United States Dollar,United States of America,195000,United States,Medium,2022
Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,195000,United States Dollar,United States of America,195000,United States,Medium,2021
Data Engineer,Full-Time,Senior,Expert,194992,United States Dollar,United States of America,194992,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,194595,United States Dollar,United States of America,194595,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,194500,United States Dollar,United States of America,194500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,194400,United States Dollar,United States of America,194400,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,194100,United States Dollar,United States of America,194100,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,194000,United States Dollar,United States of America,194000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,194000,United States Dollar,United States of America,194000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,193900,United States Dollar,United States of America,193900,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,193900,United States Dollar,United States of America,193900,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,193900,United States Dollar,United States of America,193900,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,193900,United States Dollar,United States of America,193900,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,138000,United States Dollar,United Kingdom,138000,United Kingdom,Medium,2023
Data Architect,Full-Time,Senior,Expert,92000,United States Dollar,United Kingdom,92000,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,193900,United States Dollar,United States of America,193900,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,193800,United States Dollar,United States of America,193800,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,193750,United States Dollar,United States of America,193750,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,193750,United States Dollar,United States of America,193750,United States,Medium,2022
Business Intelligence Analyst,Full-Time,Senior,Expert,193600,United States Dollar,United States of America,193600,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,193600,United States Dollar,United States of America,193600,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,100000,Euro,Germany,107968,Germany,Medium,2023
Data Engineer,Full-Time,Senior,Expert,83913,Euro,Germany,90599,Germany,Medium,2023
Data Engineer,Full-Time,Senior,Expert,193600,United States Dollar,United States of America,193600,United States,Medium,2023
Research Engineer,Full-Time,Mid,Intermediate,193500,United States Dollar,United States of America,193500,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,111024,Canadian Dollar,Canada,82254,Canada,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,83280,Canadian Dollar,Canada,61699,Canada,Large,2023
Data Engineer,Full-Time,Senior,Expert,193500,United States Dollar,United States of America,193500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,193200,United States Dollar,United States of America,193200,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,Intermediate,193170,United States Dollar,United States of America,193170,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,193000,United States Dollar,United States of America,193000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,146000,United States Dollar,Canada,146000,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,108000,United States Dollar,Canada,108000,Canada,Medium,2023
Data Operations Engineer,Full-Time,Senior,Expert,193000,United States Dollar,United States of America,193000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,193000,United States Dollar,United States of America,193000,Spain,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,192600,United States Dollar,United States of America,192600,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,192564,United States Dollar,United States of America,192564,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,192500,United States Dollar,United States of America,192500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,192500,United States Dollar,United States of America,192500,United States,Medium,2022
Data Operations Engineer,Full-Time,Senior,Expert,192400,United States Dollar,United States of America,192400,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,189750,United States Dollar,Canada,189750,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,119213,United States Dollar,Canada,119213,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,190000,United States Dollar,Canada,190000,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,140000,United States Dollar,Canada,140000,Canada,Medium,2023
Data Analyst,Full-Time,Senior,Expert,192300,United States Dollar,United States of America,192300,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,192000,United States Dollar,United States of America,192000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,192000,United States Dollar,United States of America,192000,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,180514,United States Dollar,United Kingdom,180514,United Kingdom,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,108308,United States Dollar,United Kingdom,108308,United Kingdom,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,192000,United States Dollar,United States of America,192000,United States,Medium,2023
