,Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year,Region
664,Data Engineer,Full-Time,Executive,Director,207000,United States Dollar,United States of America,207000,United States,Medium,2023,North America
665,Analytics Engineer,Full-Time,Senior,Expert,207000,United States Dollar,United States of America,207000,United States,Medium,2023,North America
666,Data Scientist,Full-Time,Senior,Expert,207000,United States Dollar,United States of America,207000,United States,Medium,2022,North America
667,Data Engineer,Full-Time,Senior,Expert,206699,United States Dollar,United States of America,206699,United States,Medium,2022,North America
668,Data Engineer,Full-Time,Mid,Intermediate,206699,United States Dollar,United States of America,206699,United States,Medium,2022,North America
669,Data Analyst,Full-Time,Senior,Expert,206500,United States Dollar,United States of America,206500,United States,Medium,2023,North America
670,Data Scientist,Full-Time,Senior,Expert,206000,United States Dollar,United States of America,206000,United States,Medium,2023,North America
671,Data Analyst,Full-Time,Senior,Expert,206000,United States Dollar,United States of America,206000,United States,Medium,2023,North America
672,ML Engineer,Full-Time,Senior,Expert,206000,United States Dollar,United States of America,206000,United States,Medium,2023,North America
673,Data Engineer,Full-Time,Senior,Expert,206000,United States Dollar,United States of America,206000,United States,Medium,2023,North America
674,Data Analyst,Full-Time,Mid,Intermediate,206000,United States Dollar,United States of America,206000,United States,Medium,2023,North America
675,Data Analyst,Full-Time,Mid,Intermediate,206000,United States Dollar,United States of America,206000,United States,Medium,2022,North America
676,Data Science Manager,Full-Time,Senior,Expert,206000,United States Dollar,United States of America,206000,United States,Medium,2022,North America
677,Machine Learning Infrastructure Engineer,Full-Time,Mid,Intermediate,205920,United States Dollar,United States of America,205920,United States,Medium,2023,North America
678,Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,205920,United States Dollar,United States of America,205920,United States,Medium,2023,North America
679,Data Engineer,Full-Time,Senior,Expert,205700,United States Dollar,United States of America,205700,United States,Medium,2023,North America
680,Research Scientist,Full-Time,Senior,Expert,205640,United States Dollar,United States of America,205640,United States,Medium,2023,North America
681,Data Scientist,Full-Time,Entry,Junior,160800,United States Dollar,United Kingdom,160800,United Kingdom,Medium,2023,Europe
682,Data Scientist,Full-Time,Entry,Junior,132200,United States Dollar,United Kingdom,132200,United Kingdom,Medium,2023,Europe
683,Data Engineer,Full-Time,Senior,Expert,205600,United States Dollar,United States of America,205600,United States,Large,2023,North America
684,Data Engineer,Full-Time,Senior,Expert,205600,United States Dollar,United States of America,205600,United States,Medium,2023,North America
685,Data Engineer,Full-Time,Senior,Expert,205600,United States Dollar,United States of America,205600,United States,Large,2022,North America
686,Data Scientist,Full-Time,Senior,Expert,205500,United States Dollar,United States of America,205500,United States,Medium,2023,North America
687,Research Scientist,Full-Time,Senior,Expert,205500,United States Dollar,United States of America,205500,United States,Medium,2023,North America
688,Data Scientist,Full-Time,Senior,Expert,205485,United States Dollar,United States of America,205485,United States,Medium,2023,North America
689,Data Scientist,Full-Time,Senior,Expert,205300,United States Dollar,United States of America,205300,United States,Large,2022,North America
690,Data Scientist,Full-Time,Senior,Expert,205300,United States Dollar,United States of America,205300,United States,Medium,2022,North America
691,Analytics Engineer,Full-Time,Senior,Expert,205300,United States Dollar,United States of America,205300,United States,Medium,2022,North America
692,Data Scientist,Full-Time,Senior,Expert,205150,United States Dollar,United States of America,205150,United States,Medium,2023,North America
693,Data Scientist,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2023,North America
694,Research Scientist,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2023,North America
695,Data Engineer,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2023,North America
696,Analytics Engineer,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2023,North America
697,Data Architect,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2023,North America
698,Research Analyst,Full-Time,Senior,Expert,49500,Euro,Spain,53444,Spain,Medium,2023,Europe
699,Research Analyst,Full-Time,Senior,Expert,41818,Euro,Spain,45150,Spain,Medium,2023,Europe
700,Data Engineer,Full-Time,Executive,Director,205000,United States Dollar,United States of America,205000,United States,Medium,2023,North America
701,Applied Scientist,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2023,North America
702,Data Engineer,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2022,North America
703,Applied Scientist,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2022,North America
704,Research Analyst,Full-Time,Senior,Expert,52200,Euro,Italy,56359,Italy,Medium,2023,Europe
705,Research Analyst,Full-Time,Senior,Expert,44272,Euro,Italy,47799,Italy,Medium,2023,Europe
706,Data Scientist,Full-Time,Senior,Expert,205000,United States Dollar,United States of America,205000,United States,Medium,2022,North America
707,Head of Data,Full-Time,Executive,Director,205000,United States Dollar,United States of America,205000,United States,Medium,2022,North America
708,Data Engineer,Full-Time,Senior,Expert,204750,United States Dollar,United States of America,204750,United States,Medium,2023,North America
709,Applied Scientist,Full-Time,Entry,Junior,204620,United States Dollar,United States of America,204620,United States,Large,2023,North America
710,Machine Learning Engineer,Full-Time,Senior,Expert,204600,United States Dollar,United States of America,204600,United States,Medium,2023,North America
711,Machine Learning Engineer,Full-Time,Senior,Expert,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
712,Research Engineer,Full-Time,Entry,Junior,15662,Euro,Russia,16455,Russian Federation,Medium,2022,Europe
713,Decision Scientist,Full-Time,Mid,Intermediate,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
714,Data Scientist,Full-Time,Senior,Expert,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
715,Decision Scientist,Full-Time,Senior,Expert,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
716,Research Scientist,Full-Time,Senior,Expert,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
717,Data Analyst,Full-Time,Senior,Expert,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
718,Data Scientist,Full-Time,Mid,Intermediate,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
719,Data Analyst,Full-Time,Entry,Junior,50000,British Pound Sterling,United Kingdom,61520,United Kingdom,Medium,2023,Europe
720,Data Analyst,Full-Time,Entry,Junior,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023,Europe
721,Business Intelligence Engineer,Full-Time,Senior,Expert,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
722,Data Engineer,Full-Time,Executive,Director,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
723,Data Engineer,Full-Time,Senior,Expert,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
724,Data Analyst,Full-Time,Senior,Expert,192000,United States Dollar,Canada,192000,Canada,Medium,2023,North America
725,Data Analyst,Full-Time,Senior,Expert,92000,United States Dollar,Canada,92000,Canada,Medium,2023,North America
726,Head of Data,Full-Time,Executive,Director,204500,United States Dollar,United States of America,204500,United States,Medium,2023,North America
